sessionID,siteID,utilization_rate,tariff,multiplier,pricing_signal,revenue_inr,dynamic_revenue_inr
1_1_179_809_2021-06-17 14:29:29.509590,jpl,0.7905961376994123,14.89,0.9925,NORMAL,62.88,62.41888
2_39_78_366_2021-02-27 03:45:43.068186,caltech,0.3090758853936471,9.11,0.6073,NORMAL,231.54,140.62196
2_39_81_4550_2021-02-10 02:40:25.953366,caltech,1.0,27.0,1.8,SURGE,167.80499999999998,302.049
1_1_193_829_2021-08-18 19:00:07.367926,jpl,0.9564848545336594,24.39,1.6259,SURGE,283.995,461.77587
2_39_89_25_2021-08-17 15:50:51.730245,caltech,0.4070988168638561,10.29,0.6857,NORMAL,251.91,172.81026
1_1_193_825_2021-06-08 15:04:27.001016,jpl,0.10540333690494412,11.11,0.7405,DISCOUNT,43.86,32.48564
1_1_179_788_2021-07-08 14:53:54.092990,jpl,0.8190944478590453,16.15,1.0764,SURGE,418.71000000000004,450.8111
2_39_81_4550_2021-06-14 03:37:03.843858,caltech,1.0,27.0,1.8,SURGE,528.3,950.9399999999999
2_39_81_4550_2020-12-30 06:35:38.926587,caltech,1.0,27.0,1.8,SURGE,456.45,821.61
2_39_81_4550_2021-06-11 23:16:28.781432,caltech,1.0,27.0,1.8,SURGE,216.12,389.01599999999996
1_1_179_781_2021-07-09 19:07:10.596133,jpl,1.0,27.0,1.8,SURGE,133.14,239.652
2_39_123_23_2020-03-09 21:26:32.294892,caltech,0.7814502186514797,14.78,0.9852,NORMAL,105.45,103.9034
1_1_193_829_2021-05-26 20:56:54.069869,jpl,1.0,27.0,1.8,SURGE,130.995,235.79100000000003
2_39_79_380_2021-06-14 15:43:46.270416,caltech,0.2601895885863841,14.2,0.9469,DISCOUNT,116.895,110.6606
1_1_191_782_2021-09-08 18:36:31.272992,jpl,0.9685754189944134,25.11,1.6743,SURGE,12.84,21.49416
1_1_179_809_2021-09-08 20:30:17.648255,jpl,0.6409360526529617,13.09,0.8727,NORMAL,188.415,164.42349
2_39_79_379_2020-11-22 23:58:14.389989,caltech,0.9649182561307902,24.9,1.6597,SURGE,33.120000000000005,54.9792
2_39_78_365_2021-02-13 00:01:17.226004,caltech,1.0,27.0,1.8,SURGE,34.305,61.748999999999995
2_39_130_31_2021-03-19 16:17:10.284881,caltech,0.16911786205081725,12.38,0.8255,DISCOUNT,72.61500000000001,59.931580000000004
1_1_179_815_2021-08-12 14:37:32.845131,jpl,0.4052927608950755,10.26,0.6842,NORMAL,139.74,95.58216
1_1_178_823_2021-06-01 12:51:13.893232,jpl,0.17622727142159536,12.52,0.835,DISCOUNT,76.86,64.15248
1_1_179_796_2021-06-07 16:08:17.083499,jpl,0.3386266912278473,9.46,0.6309,NORMAL,139.58999999999997,88.03476
1_1_179_788_2021-08-25 15:45:54.931746,jpl,0.2606768734891217,14.21,0.9476,DISCOUNT,91.275,86.46785
2_39_127_19_2021-08-28 02:10:39.341071,caltech,0.9408751334044824,23.45,1.5635,SURGE,116.835,182.65204999999997
2_39_124_22_2020-03-04 20:28:05.170797,caltech,0.04189944134078212,9.84,0.6559,DISCOUNT,13.44,8.81664
2_39_79_380_2021-07-26 18:06:37.893283,caltech,0.46136534133533386,10.94,0.7291,NORMAL,105.75,77.127
2_39_78_365_2021-05-10 00:19:56.928155,caltech,0.444687363358111,10.74,0.7157,NORMAL,34.14,24.444239999999997
2_39_127_561_2021-05-11 16:57:56.230253,caltech,0.7215747215747216,14.06,0.9373,NORMAL,14.235,13.34294
1_1_178_823_2021-08-13 22:26:39.038900,jpl,0.5165811965811966,11.6,0.7733,NORMAL,77.78999999999999,60.157599999999995
2_39_92_436_2021-07-09 02:29:41.537714,caltech,0.7156158851245233,13.99,0.9325,NORMAL,160.98,150.14068
2_39_81_4550_2021-04-23 01:27:15.787572,caltech,1.0,27.0,1.8,SURGE,183.39000000000001,330.10200000000003
2_39_130_31_2020-06-13 19:17:35.488303,caltech,0.8498577369227402,17.99,1.1994,SURGE,533.22,639.50852
2_39_78_366_2021-07-12 19:59:03.033115,caltech,0.9095279056823357,21.57,1.4381,SURGE,482.44499999999994,693.75591
1_1_193_829_2021-06-10 15:06:34.808336,jpl,0.3041522959356191,9.05,0.6033,NORMAL,59.730000000000004,36.0371
2_39_78_365_2021-05-24 19:28:53.070300,caltech,1.0,27.0,1.8,SURGE,12.705,22.869
2_39_79_380_2021-05-26 15:45:01.111799,caltech,0.19385418330936785,12.88,0.8585,DISCOUNT,56.910000000000004,48.86672
2_39_130_31_2021-08-10 00:00:22.912422,caltech,0.997096399535424,26.83,1.7884,SURGE,23.46,41.96212
2_39_125_21_2021-03-13 23:01:05.957466,caltech,0.5647008909630887,12.18,0.8118,NORMAL,14.52,11.790239999999999
2_39_139_28_2021-05-05 15:26:18.651072,caltech,0.5801483171705648,12.36,0.8241,NORMAL,94.995,78.27588
1_1_179_813_2021-08-31 16:44:15.725743,jpl,0.9996351430239346,26.98,1.7985,SURGE,188.53500000000003,339.11162
2_39_79_380_2021-03-01 16:25:26.159110,caltech,0.3415915171935388,9.5,0.6333,NORMAL,52.905,33.5065
1_1_179_801_2021-06-16 19:57:54.908362,jpl,0.9920919540229884,26.53,1.7684,SURGE,253.74,448.78148000000004
1_1_179_787_2021-08-18 15:57:39.219434,jpl,0.9102334615531097,21.61,1.4409,SURGE,348.315,501.80581
2_39_131_30_2021-06-24 23:13:19.242503,caltech,0.08017415779751957,10.6,0.7069,DISCOUNT,11.61,8.2044
1_1_194_821_2021-07-14 14:29:54.150755,jpl,0.7125771024522342,13.95,0.9301,NORMAL,142.155,132.20415
2_39_78_365_2021-08-09 15:24:09.249226,caltech,0.9998668382973057,26.99,1.7995,SURGE,577.92,1039.87072
1_1_178_828_2021-07-09 14:53:39.839431,jpl,0.9020046175834647,21.12,1.408,SURGE,392.805,553.0694400000001
2_39_139_28_2020-07-20 05:57:38.044808,caltech,1.0,27.0,1.8,SURGE,10.92,19.656
2_39_125_21_2021-05-08 21:55:42.459611,caltech,0.9981231231231231,26.89,1.7925,SURGE,36.93,66.20318
2_39_130_31_2021-09-10 21:58:36.366085,caltech,0.5872546383436408,12.45,0.8298,NORMAL,228.79500000000002,189.89985
1_1_194_818_2021-06-14 14:32:47.707664,jpl,0.9994407853858582,26.97,1.7978,SURGE,203.88,366.57624
1_1_179_810_2021-08-23 14:42:02.867748,jpl,0.9997094817881396,26.98,1.7988,SURGE,410.96999999999997,739.19804
1_1_179_781_2021-08-03 16:37:50.822956,jpl,0.395656836461126,10.15,0.6765,NORMAL,89.655,60.66655000000001
2_39_129_17_2021-04-19 17:35:11.755636,caltech,0.333632447954056,9.4,0.6269,NORMAL,12.375,7.755
2_39_81_4550_2021-02-08 23:36:31.611409,caltech,1.0,27.0,1.8,SURGE,440.38500000000005,792.6930000000001
1_1_194_826_2021-08-06 12:59:16.247667,jpl,0.7598026315789473,14.52,0.9678,NORMAL,85.755,83.01083999999999
2_39_130_31_2021-08-25 22:47:16.313943,caltech,0.9985801217038539,26.91,1.7943,SURGE,69.19500000000001,124.13583000000001
2_39_91_437_2020-02-28 03:20:34.861142,caltech,0.999505928853755,26.97,1.798,SURGE,143.385,257.80622999999997
1_1_179_796_2021-06-23 15:10:08.984236,jpl,0.9993500584947353,26.96,1.7974,SURGE,106.72500000000001,191.8204
2_39_125_559_2021-03-18 08:43:24.720314,caltech,0.9957983193277311,26.75,1.7832,SURGE,34.230000000000004,61.0435
1_1_191_802_2021-08-31 20:30:11.338647,jpl,0.9971619704034058,26.83,1.7886,SURGE,184.8,330.5456
1_1_194_821_2021-06-17 20:59:29.742126,jpl,0.2748798901853123,14.5,0.9665,DISCOUNT,198.255,191.6465
2_39_81_4550_2021-08-17 20:25:27.141178,caltech,1.0,27.0,1.8,SURGE,568.2,1022.7600000000001
1_1_191_807_2021-08-11 15:53:34.813392,jpl,1.0,27.0,1.8,SURGE,112.725,202.905
1_1_178_823_2021-08-07 14:53:44.707249,jpl,0.2792573565860033,14.59,0.9723,DISCOUNT,79.035,76.87471000000001
1_1_179_796_2021-06-24 20:22:51.573219,jpl,0.596824224519941,12.56,0.8375,NORMAL,89.19,74.68176
2_39_125_21_2021-07-26 23:25:16.870091,caltech,0.43282964189608775,10.59,0.7063,NORMAL,24.57,17.34642
1_1_179_783_2021-08-05 13:11:32.195393,jpl,0.9997687433513713,26.99,1.7991,SURGE,481.12500000000006,865.70425
2_39_81_4550_2021-05-22 01:15:07.051924,caltech,1.0,27.0,1.8,SURGE,284.28000000000003,511.70400000000006
1_1_179_783_2021-08-31 19:36:58.902051,jpl,0.999291951852726,26.96,1.7972,SURGE,298.08,535.7491200000001
2_39_81_4550_2020-12-02 01:33:06.186501,caltech,1.0,27.0,1.8,SURGE,210.63,379.134
1_1_194_826_2021-08-25 20:14:01.484246,jpl,0.9312197924764255,22.87,1.5249,SURGE,415.425,633.3846500000001
2_39_81_4550_2021-08-27 20:47:10.067129,caltech,1.0,27.0,1.8,SURGE,250.32,450.57599999999996
2_39_139_28_2021-09-01 02:22:22.552206,caltech,0.9985158800831108,26.91,1.7941,SURGE,47.28,84.82032000000001
2_39_125_21_2021-07-02 13:54:58.700104,caltech,0.453068206115031,10.84,0.7225,NORMAL,25.095,18.13532
1_1_194_818_2021-08-04 12:46:24.443494,jpl,0.35011794307281024,9.6,0.6401,NORMAL,143.175,91.63199999999999
1_1_179_801_2021-06-09 15:01:57.570065,jpl,0.9997737454183447,26.99,1.7991,SURGE,452.205,813.6675299999999
2_39_129_17_2021-07-01 16:32:04.013394,caltech,0.5084869768803043,11.5,0.7668,NORMAL,97.695,74.8995
2_39_139_28_2021-02-19 18:47:04.708114,caltech,1.0,27.0,1.8,SURGE,66.72,120.096
2_39_125_21_2020-03-09 16:09:20.032173,caltech,0.14252176998880792,11.85,0.79,DISCOUNT,69.36,54.794399999999996
2_39_81_4550_2021-04-16 16:15:53.404406,caltech,1.0,27.0,1.8,SURGE,238.59,429.462
2_39_127_19_2021-09-13 15:21:14.442976,caltech,0.4978992231659765,11.37,0.7583,NORMAL,232.42499999999998,176.17815
1_1_179_796_2021-08-26 15:13:00.163217,jpl,0.9481203007518798,23.89,1.5925,SURGE,278.805,444.04343
2_39_79_379_2021-07-30 14:56:52.576586,caltech,0.45808394364102756,10.9,0.7265,NORMAL,350.505,254.70030000000003
2_39_81_4550_2021-01-19 21:48:36.917401,caltech,1.0,27.0,1.8,SURGE,180.57,325.026
1_1_193_829_2021-07-09 14:05:19.408067,jpl,0.9998267858380102,26.99,1.7993,SURGE,510.18,917.98388
1_1_178_824_2021-06-18 16:24:40.092037,jpl,1.0,27.0,1.8,SURGE,331.44,596.592
1_1_179_779_2021-05-26 20:25:07.570784,jpl,1.0,27.0,1.8,SURGE,442.995,797.3910000000001
2_39_127_19_2021-06-27 13:44:17.013297,caltech,0.8894409937888199,20.37,1.3578,SURGE,135.435,183.92073000000002
2_39_81_4550_2021-03-25 22:00:59.192174,caltech,1.0,27.0,1.8,SURGE,245.57999999999998,442.044
1_1_179_815_2021-08-16 13:40:53.438515,jpl,0.6865472051350628,13.64,0.9092,NORMAL,188.26500000000001,171.19564
2_39_131_30_2021-03-22 18:09:25.869165,caltech,0.7351512887560703,14.22,0.9481,NORMAL,52.815,50.06862
1_1_179_787_2021-06-30 19:47:18.398159,jpl,0.9427808727948004,23.57,1.5711,SURGE,191.04000000000002,300.18752
2_39_81_4550_2021-03-09 03:07:34.986765,caltech,1.0,27.0,1.8,SURGE,55.32,99.57600000000001
2_39_131_30_2021-05-27 20:42:33.649551,caltech,0.6712289937234258,13.45,0.897,NORMAL,242.68499999999997,217.60754999999997
2_39_81_4550_2021-03-18 03:41:57.499180,caltech,1.0,27.0,1.8,SURGE,525.09,945.162
2_39_95_27_2020-03-09 17:44:50.298199,caltech,0.998234774933804,26.89,1.7929,SURGE,62.94,112.83044
2_39_79_380_2020-12-11 16:40:34.447094,caltech,0.18314883148831487,12.66,0.8442,DISCOUNT,22.785,19.230539999999998
2_39_139_28_2021-01-13 20:46:15.536213,caltech,1.0,27.0,1.8,SURGE,14.82,26.676
2_39_131_30_2020-12-06 05:25:43.627436,caltech,0.9957924263674616,26.75,1.7832,SURGE,31.380000000000003,55.961000000000006
2_39_89_25_2021-09-01 15:53:21.205771,caltech,0.2991911402313513,14.98,0.9989,DISCOUNT,262.965,262.61438
1_1_194_821_2021-08-25 14:16:23.197030,jpl,0.9997310020174849,26.98,1.7989,SURGE,326.65500000000003,587.54346
2_39_79_382_2020-03-16 14:36:39.302719,caltech,0.15066051249403148,12.01,0.8009,DISCOUNT,38.01,30.433339999999998
2_39_78_365_2021-03-19 18:14:19.567497,caltech,0.18023013424497625,12.6,0.8403,DISCOUNT,35.535000000000004,29.849400000000003
1_1_179_779_2021-09-09 18:35:21.667244,jpl,0.062431725644675425,10.25,0.6832,DISCOUNT,13.17,8.9995
1_1_179_797_2021-08-20 13:49:17.585791,jpl,0.9994196917918627,26.97,1.7977,SURGE,333.51000000000005,599.65098
2_39_131_30_2021-06-25 17:04:35.329036,caltech,0.2772192513368984,14.54,0.9696,DISCOUNT,31.47,30.504919999999995
2_39_81_4550_2021-04-28 00:34:36.753754,caltech,1.0,27.0,1.8,SURGE,188.33999999999997,339.012
2_39_81_4550_2021-09-01 19:54:56.890168,caltech,1.0,27.0,1.8,SURGE,190.5,342.9
2_39_131_30_2021-06-07 19:53:58.127621,caltech,1.0,27.0,1.8,SURGE,84.31500000000001,151.76700000000002
2_39_81_4550_2021-08-05 03:34:53.553577,caltech,1.0,27.0,1.8,SURGE,201.84,363.312
1_1_193_820_2021-08-18 11:33:00.359403,jpl,0.7487345879299157,14.38,0.959,NORMAL,144.51,138.53692
1_1_179_783_2021-06-29 16:05:39.832444,jpl,0.452643727908822,10.83,0.7221,NORMAL,154.47,111.52734
2_39_131_30_2020-06-01 19:52:31.469281,caltech,1.0,27.0,1.8,SURGE,93.03,167.454
1_1_193_829_2021-08-24 12:27:32.335324,jpl,0.424829972556974,10.5,0.6999,NORMAL,305.53499999999997,213.8745
2_39_131_30_2021-09-02 03:01:56.240917,caltech,0.9990910743501181,26.95,1.7964,SURGE,79.23,142.3499
2_39_138_29_2021-09-04 15:47:42.659794,caltech,0.9382376717865805,23.29,1.553,SURGE,472.09499999999997,733.00617
1_1_179_790_2021-08-16 19:45:29.481072,jpl,0.44699209557714353,10.76,0.7176,NORMAL,187.07999999999998,134.19871999999998
1_1_193_819_2021-08-19 14:11:49.090701,jpl,0.7223143306551034,14.07,0.9379,NORMAL,155.145,145.52601
2_39_125_21_2020-12-29 00:22:24.970035,caltech,0.6494623655913978,13.19,0.8796,NORMAL,31.380000000000003,27.59348
1_1_193_820_2021-09-07 14:40:55.000759,jpl,0.3421464068345525,9.51,0.6337,NORMAL,198.23999999999998,125.68415999999999
1_1_179_809_2021-06-25 15:12:10.188024,jpl,0.8552141527001862,18.31,1.2209,SURGE,293.85,358.69289999999995
2_39_139_28_2021-08-24 14:38:35.323929,caltech,0.16221236484613252,12.24,0.8163,DISCOUNT,75.10499999999999,61.28568
2_39_79_379_2021-02-15 20:11:48.812125,caltech,1.0,27.0,1.8,SURGE,150.79500000000002,271.43100000000004
2_39_81_4550_2021-05-29 15:18:32.122525,caltech,1.0,27.0,1.8,SURGE,562.4699999999999,1012.4459999999999
2_39_91_437_2021-01-09 22:32:57.977721,caltech,0.40629302871130607,10.28,0.685,NORMAL,213.585,146.37692
2_39_81_4550_2021-02-13 02:17:11.381256,caltech,1.0,27.0,1.8,SURGE,403.35,726.03
1_1_179_810_2021-07-13 19:58:32.031646,jpl,0.999347389558233,26.96,1.7974,SURGE,467.71500000000003,840.63976
2_39_78_365_2021-07-27 21:47:02.934589,caltech,0.1816941222341359,12.63,0.8423,DISCOUNT,31.485000000000003,26.510370000000005
2_39_129_17_2020-12-12 19:21:21.497540,caltech,0.9980781550288277,26.88,1.7923,SURGE,89.82000000000001,160.95744000000002
1_1_178_823_2021-07-15 13:47:24.010869,jpl,0.18385057333108967,12.68,0.8451,DISCOUNT,84.63441250000001,71.54429003333334
2_39_79_379_2020-03-05 17:06:22.562956,caltech,0.06009809191077668,10.2,0.6801,DISCOUNT,12.344999999999999,8.394599999999999
1_1_194_822_2021-08-19 16:05:44.148036,jpl,0.891554883808804,20.49,1.3662,SURGE,204.25500000000002,279.01233
1_1_178_823_2021-06-14 15:18:19.376312,jpl,0.49625735672247306,11.36,0.757,NORMAL,188.1,142.4544
2_39_78_365_2021-01-06 21:55:14.489189,caltech,0.18656605272303034,12.73,0.8488,DISCOUNT,31.365000000000002,26.618430000000004
2_39_81_4550_2021-09-13 20:26:45.888467,caltech,1.0,27.0,1.8,SURGE,737.0400000000001,1326.672
1_1_191_802_2021-08-16 15:42:32.358955,jpl,0.3398541761604062,9.48,0.6319,NORMAL,204.225,129.0702
1_1_194_822_2021-06-01 15:27:00.248612,jpl,0.9996397694524497,26.98,1.7986,SURGE,155.295,279.32394
2_39_81_4550_2021-03-19 03:07:07.097733,caltech,1.0,27.0,1.8,SURGE,221.82,399.276
2_39_127_19_2021-06-23 18:14:25.433275,caltech,0.9992202121023082,26.95,1.7969,SURGE,11.49,20.6437
1_1_194_822_2021-08-30 13:43:44.974081,jpl,0.5486825854261013,11.98,0.7989,NORMAL,105.63,84.36316000000001
1_1_179_790_2021-06-28 14:27:45.811885,jpl,0.9996814272061165,26.98,1.7987,SURGE,530.1899999999999,953.6350799999999
2_39_81_4550_2021-08-15 14:42:30.348386,caltech,1.0,27.0,1.8,SURGE,471.96,849.528
1_1_193_819_2021-06-21 14:31:52.584833,jpl,0.9543935052531041,24.26,1.6176,SURGE,192.10500000000002,310.69782000000004
1_1_179_799_2021-05-27 14:15:55.933701,jpl,0.9976335361730899,26.86,1.7905,SURGE,40.86,73.16664
2_39_130_31_2020-03-13 03:15:27.913856,caltech,0.9996503088938105,26.98,1.7986,SURGE,208.44,374.91408
2_39_125_21_2021-09-07 16:39:21.494006,caltech,0.6284629674501252,12.94,0.8628,NORMAL,207.91500000000002,179.36134
2_39_81_4550_2021-07-01 20:01:45.683179,caltech,1.0,27.0,1.8,SURGE,265.2,477.36
1_1_191_808_2021-08-20 19:01:26.618332,jpl,0.512203232027665,11.55,0.7698,NORMAL,95.05499999999999,73.19235
1_1_179_809_2021-08-04 20:01:54.460409,jpl,0.9993108201240523,26.96,1.7972,SURGE,143.415,257.76456
2_39_79_379_2020-12-03 20:08:23.139073,caltech,0.28622703166014896,14.72,0.9816,DISCOUNT,75.855,74.43904
2_39_81_4550_2021-04-24 17:18:28.146458,caltech,1.0,27.0,1.8,SURGE,353.76,636.768
2_39_81_4550_2021-07-03 21:07:28.856198,caltech,1.0,27.0,1.8,SURGE,40.440000000000005,72.792
2_39_125_21_2021-06-29 22:27:13.344983,caltech,0.555005995203837,12.06,0.804,NORMAL,46.065000000000005,37.036260000000006
2_39_81_4550_2021-03-10 05:04:44.758645,caltech,1.0,27.0,1.8,SURGE,459.93,827.874
2_39_79_383_2021-08-30 17:32:25.533712,caltech,0.4731065309163149,11.08,0.7385,NORMAL,110.97,81.96983999999999
1_1_193_816_2021-07-06 15:10:45.993072,jpl,0.9998289077470571,26.99,1.7993,SURGE,484.03499999999997,870.94031
1_1_191_808_2021-08-17 23:24:26.956245,jpl,0.99901655466317,26.94,1.7961,SURGE,78.075,140.2227
2_39_81_4550_2021-03-12 16:37:05.757541,caltech,1.0,27.0,1.8,SURGE,131.7,237.05999999999997
1_1_193_820_2021-06-17 11:13:32.466783,jpl,1.0,27.0,1.8,SURGE,120.51,216.918
2_39_81_4550_2020-12-09 03:49:55.939892,caltech,1.0,27.0,1.8,SURGE,170.88,307.584
1_1_194_826_2021-07-15 12:21:36.025055,jpl,0.9998576005695977,26.99,1.7994,SURGE,429.93,773.5873799999999
2_39_81_4550_2021-02-19 07:59:21.506970,caltech,1.0,27.0,1.8,SURGE,410.25,738.45
2_39_78_365_2021-05-14 22:34:14.299342,caltech,0.9363295880149813,23.18,1.5453,SURGE,35.654999999999994,55.098859999999995
1_1_193_827_2021-08-28 16:36:57.365104,jpl,0.3648786655643631,9.78,0.6519,NORMAL,89.715,58.49417999999999
1_1_178_823_2021-06-22 19:58:05.115862,jpl,0.6294624156388178,12.95,0.8636,NORMAL,172.005,148.49765
1_1_193_820_2021-08-05 14:08:18.582535,jpl,0.446578963545829,10.76,0.7173,NORMAL,134.07000000000002,96.17288
1_1_179_791_2021-08-31 15:42:47.442120,jpl,0.3904044799273525,10.08,0.6723,NORMAL,172.605,115.99056
1_1_193_829_2021-08-11 15:07:03.213506,jpl,0.9066769344856108,21.4,1.4267,SURGE,503.19,717.8843999999999
2_39_79_377_2021-09-12 23:59:51.058299,caltech,0.8908361486486487,20.45,1.3633,SURGE,34.019999999999996,46.380599999999994
2_39_129_17_2021-08-10 15:24:52.597660,caltech,0.1438388255505232,11.88,0.7918,DISCOUNT,11.790000000000001,9.33768
1_1_179_781_2021-08-30 14:51:37.714651,jpl,0.4340773265032321,10.61,0.7073,NORMAL,140.97,99.71278
1_1_193_816_2021-05-24 19:56:13.483108,jpl,0.9995758038517011,26.97,1.7983,SURGE,196.425,353.17215
1_1_193_820_2021-06-02 19:03:35.245023,jpl,0.8270976106686424,16.63,1.1084,SURGE,258.65999999999997,286.76772
1_1_179_799_2021-08-19 12:45:03.406620,jpl,0.999797934440952,26.99,1.7992,SURGE,420.84000000000003,757.23144
2_39_78_365_2021-01-28 22:26:38.485479,caltech,0.23898258977149076,13.78,0.9186,DISCOUNT,29.355,26.96746
1_1_191_789_2021-09-03 17:25:13.874185,jpl,0.8855881651157242,20.14,1.3424,SURGE,12.629999999999999,16.95788
2_39_81_4550_2021-01-15 23:34:15.330706,caltech,1.0,27.0,1.8,SURGE,540.315,972.567
1_1_193_825_2021-05-24 14:45:11.213135,jpl,0.5255623721881391,11.71,0.7804,NORMAL,93.48,72.97672000000001
2_39_139_28_2021-09-09 00:56:13.352966,caltech,0.6462973121228743,13.16,0.877,NORMAL,13.44,11.791360000000001
2_39_81_4550_2021-06-28 21:34:35.586567,caltech,1.0,27.0,1.8,SURGE,140.46,252.82800000000003
1_1_191_786_2021-06-02 19:15:49.957228,jpl,0.9982307147912244,26.89,1.7929,SURGE,72.70500000000001,130.33583000000002
2_39_81_4550_2021-03-28 15:42:23.117053,caltech,1.0,27.0,1.8,SURGE,299.84999999999997,539.7299999999999
1_1_179_790_2021-05-26 14:53:00.603890,jpl,1.0,27.0,1.8,SURGE,541.83,975.294
2_39_90_26_2021-08-24 18:01:17.298816,caltech,0.8015375704280975,15.09,1.0062,SURGE,435.705,438.31923
1_1_179_813_2021-09-09 22:02:19.435952,jpl,0.4062324220947238,10.27,0.685,NORMAL,170.025,116.41045
2_39_139_28_2021-07-16 14:23:42.995600,caltech,0.3238785399902192,9.29,0.6191,NORMAL,93.99,58.21113999999999
1_1_179_790_2021-09-13 16:36:01.757611,jpl,0.45075190649276603,10.81,0.7206,NORMAL,311.79,224.69666000000004
1_1_194_826_2021-06-09 13:12:31.498873,jpl,0.29413649471323294,14.88,0.9922,DISCOUNT,87.27,86.57184
2_39_88_24_2020-03-03 00:57:15.967922,caltech,0.6566125290023203,13.28,0.8853,NORMAL,55.92,49.50784
1_1_179_777_2021-06-07 19:58:40.039146,jpl,0.9995387879346923,26.97,1.7982,SURGE,281.94,506.92812
1_1_193_825_2021-06-21 15:41:45.758641,jpl,0.9883742875476541,26.3,1.7535,SURGE,355.515,623.3363
2_39_89_25_2021-08-20 15:53:18.526735,caltech,0.5847817978366282,12.42,0.8278,NORMAL,196.29,162.52812
1_1_179_796_2021-06-17 15:27:04.156660,jpl,0.6205641492265696,12.85,0.8565,NORMAL,404.49,346.5131
2_39_139_28_2021-05-28 15:16:45.552138,caltech,0.23388610164298573,13.68,0.9118,DISCOUNT,80.175,73.11959999999999
1_1_193_825_2021-06-11 20:42:51.666400,jpl,1.0,27.0,1.8,SURGE,25.8,46.44
2_39_79_382_2020-03-05 15:47:51.518370,caltech,0.21900400686891816,13.38,0.892,DISCOUNT,100.35000000000001,89.5122
1_1_179_794_2021-08-17 15:33:14.032448,jpl,1.0,27.0,1.8,SURGE,91.395,164.511
1_1_194_822_2021-08-31 14:23:14.138084,jpl,0.11053707405826727,11.21,0.7474,DISCOUNT,119.4,89.2316
1_1_193_827_2021-07-08 18:54:27.881366,jpl,0.7968279749677543,14.96,0.9975,NORMAL,217.11,216.53104000000002
2_39_131_30_2021-08-04 16:54:15.922163,caltech,1.0,27.0,1.8,SURGE,13.305,23.949
1_1_179_788_2021-06-07 15:23:50.708617,jpl,0.9764755684567006,25.59,1.7059,SURGE,419.025,714.85665
2_39_79_383_2021-09-10 15:39:27.014877,caltech,0.35182886461436613,9.62,0.6415,NORMAL,101.73,65.24284
1_1_193_816_2021-06-14 16:00:41.592503,jpl,1.0,27.0,1.8,SURGE,433.62,780.5160000000001
1_1_193_827_2021-07-01 19:56:53.636640,jpl,0.41260616897630753,10.35,0.6901,NORMAL,18.015,12.43035
1_1_179_799_2021-09-03 17:51:33.991934,jpl,0.47043432757718473,11.05,0.7363,NORMAL,193.56,142.5892
2_39_130_31_2021-07-26 21:28:15.655529,caltech,0.7729988052568697,14.68,0.9784,NORMAL,93.36,91.36832
1_1_179_801_2021-06-02 20:25:35.619869,jpl,0.47762388119405974,11.13,0.7421,NORMAL,230.25,170.84550000000002
2_39_81_4550_2021-08-20 07:00:11.744036,caltech,1.0,27.0,1.8,SURGE,614.34,1105.8120000000001
2_39_81_4550_2020-12-20 00:28:49.375780,caltech,1.0,27.0,1.8,SURGE,491.565,884.817
1_1_193_819_2021-06-14 17:11:11.036974,jpl,0.9996854752469019,26.98,1.7987,SURGE,108.555,195.25426000000002
2_39_138_29_2021-07-14 18:00:08.913336,caltech,0.07535769731045189,10.51,0.7005,DISCOUNT,10.17,7.125780000000001
1_1_194_826_2021-06-22 17:38:59.976427,jpl,0.9997837463777518,26.99,1.7991,SURGE,569.2950000000001,1024.35147
1_1_179_799_2021-06-23 14:31:53.825466,jpl,0.3158098068350669,9.19,0.6126,NORMAL,283.695,173.81046999999998
2_39_125_21_2020-07-20 15:50:50.289203,caltech,1.0,27.0,1.8,SURGE,38.07,68.526
2_39_81_4550_2020-12-22 20:50:12.357685,caltech,1.0,27.0,1.8,SURGE,394.5,710.1
2_39_81_4550_2021-08-24 15:09:22.035070,caltech,1.0,27.0,1.8,SURGE,418.14000000000004,752.652
1_1_194_818_2021-07-02 15:33:47.492564,jpl,1.0,27.0,1.8,SURGE,171.98999999999998,309.582
1_1_193_819_2021-08-11 13:30:17.483714,jpl,0.8543735397196262,18.26,1.2175,SURGE,199.125,242.40150000000003
2_39_127_19_2021-09-13 12:34:51.011068,caltech,0.8940998487140697,20.65,1.3764,SURGE,111.555,153.57405
1_1_193_827_2021-09-01 15:09:16.346889,jpl,0.6968790371931733,13.76,0.9175,NORMAL,105.015,96.33376
1_1_191_807_2021-09-13 14:51:49.701578,jpl,0.45856188291612643,10.9,0.7268,NORMAL,114.765,83.3959
1_1_178_828_2021-06-24 13:48:25.300832,jpl,0.9989199405967328,26.94,1.7957,SURGE,139.065,249.76074000000003
1_1_191_802_2021-07-07 20:55:18.615896,jpl,0.2510136380390711,14.02,0.9347,DISCOUNT,86.19000000000001,80.55892
2_39_81_4550_2021-06-27 02:37:46.279897,caltech,1.0,27.0,1.8,SURGE,858.7800000000001,1545.804
2_39_81_4550_2021-02-21 14:21:13.796790,caltech,1.0,27.0,1.8,SURGE,381.06,685.908
2_39_129_17_2021-07-21 13:29:23.360093,caltech,0.8164310092637738,15.99,1.0657,SURGE,90.89999999999999,96.8994
